customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,feedback_topic,churn_probability,origin,num_addons,status_venda,recommended_action,priority_score,churn_probability_display
2188-SXWVT,Female,0,No,No,34.0,Yes,No,DSl,Yes,Yes,No,No,No,No,1 ano,No,Fatura física,55.0,1885.15,Satisfeito com os serviços,0.0002126254403265193,inference,2,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
8661-BOYNW,Female,0,Yes,No,72.0,Yes,Yes,DSl,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de crédito,84.4,6096.45,Satisfeito com os serviços,9.626117389416322e-05,inference,5,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
9558-IHEZX,Female,0,No,No,71.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,No,Yes,Yes,2 anos,Yes,Cartão de crédito,106.75,7579.25,Satisfeito com os serviços,4.9076836148742586e-05,inference,5,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
2996-XAUVF,Male,0,No,No,70.0,No,No,DSl,No,No,No,Yes,No,Yes,2 anos,Yes,Fatura física,40.05,2799.75,Satisfeito com os serviços,0.000131896129460074,inference,2,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
5751-USDBL,Male,0,Yes,Yes,46.0,Yes,No,DSl,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Fatura física,81.0,3846.35,Satisfeito com os serviços,6.365128501784056e-05,inference,5,NORMAL,"""Cliente DSL satisfeito com contrato de dois anos, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
2144-BFDSO,Female,1,Yes,No,50.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,No,Yes,Yes,Mensal,No,Débito automático,108.75,5431.9,Satisfeito com os serviços,0.00011019595694961026,inference,5,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
9782-LGXMC,Female,0,Yes,Yes,49.0,Yes,No,DSl,Yes,No,Yes,Yes,No,No,Mensal,No,Débito automático,61.75,3024.15,Satisfeito com os serviços,0.00014746945817023516,inference,3,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
7516-GMHUV,Male,1,Yes,No,50.0,Yes,Yes,Fibra ótica,Yes,No,Yes,No,Yes,Yes,2 anos,Yes,Cartão de crédito,105.05,5163.3,Satisfeito com os serviços,8.771126886131242e-05,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
1925-LFCZZ,Male,1,No,No,55.0,No,No,DSl,No,No,Yes,No,Yes,Yes,1 ano,Yes,Débito automático,50.05,2743.45,Satisfeito com os serviços,0.00020701652101706713,inference,3,NORMAL,"""Cliente DSL satisfeito com baixo risco, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
7089-XXAYG,Male,0,Yes,No,25.0,No,No,DSl,No,No,Yes,No,Yes,No,1 ano,Yes,Cartão de crédito,38.1,970.4,Satisfeito com os serviços,0.00013163831317797303,inference,2,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
6212-ATMLK,Female,0,No,No,50.0,Yes,Yes,Fibra ótica,No,No,No,No,Yes,Yes,Mensal,Yes,Fatura digital,95.7,4729.75,Satisfeito com os serviços,0.00011411520245019346,inference,2,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
6465-GSRCL,Female,0,No,Yes,67.0,Yes,Yes,Fibra ótica,No,Yes,No,Yes,Yes,Yes,1 ano,Yes,Débito automático,106.6,7244.7,Satisfeito com os serviços,8.339243504451588e-05,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
2038-YSEZE,Female,0,No,No,29.0,Yes,Yes,DSl,Yes,Yes,No,Yes,No,No,Mensal,No,Fatura física,67.45,1801.1,Satisfeito com os serviços,9.308652806794271e-05,inference,3,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
0420-TXVSG,Male,0,Yes,No,66.0,Yes,Yes,DSl,Yes,Yes,Yes,No,No,No,2 anos,Yes,Cartão de crédito,66.1,4428.45,Satisfeito com os serviços,0.00013051368296146393,inference,3,NORMAL,"Cliente DSL satisfeito com contrato de dois anos, ofereça upgrade para Fibra com desconto.",0.01,0.0%
6374-AFWOX,Male,0,Yes,No,46.0,Yes,No,DSl,Yes,Yes,Yes,Yes,No,No,2 anos,No,Fatura física,65.65,3047.15,Satisfeito com os serviços,0.00014103819557931274,inference,4,NORMAL,"O cliente tem DSL com baixo risco, ofereça upgrade para Fibra com desconto.",0.01,0.0%
4998-IKFSE,Female,0,No,No,30.0,Yes,Yes,Fibra ótica,No,No,Yes,No,Yes,Yes,Mensal,No,Fatura digital,100.45,3096.9,Satisfeito com os serviços,8.947416063165292e-05,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
4815-YOSUK,Male,0,Yes,Yes,72.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,Yes,No,Yes,1 ano,Yes,Cartão de crédito,104.9,7537.5,Satisfeito com os serviços,0.00012019606219837442,inference,5,NORMAL,"O cliente tem Fibra com 5 add-ons e baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
3167-SNQPL,Male,1,Yes,Yes,38.0,Yes,Yes,Fibra ótica,No,Yes,No,No,Yes,Yes,Mensal,No,Fatura digital,101.15,3741.85,Satisfeito com os serviços,8.935555524658412e-05,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
1942-OQFRW,Male,0,No,No,1.0,Yes,No,DSl,No,No,No,No,No,No,Mensal,No,Fatura digital,44.0,44.0,Satisfeito com os serviços,0.00025579732027836144,inference,0,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
1136-XGEQU,Female,0,Yes,Yes,50.0,Yes,Yes,DSl,No,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Cartão de crédito,84.15,4164.4,Satisfeito com os serviços,0.00017814419697970152,inference,5,NORMAL,"""Cliente DSL satisfeito, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
7801-KICAO,Female,0,No,No,18.0,Yes,Yes,Fibra ótica,No,No,No,No,No,No,Mensal,Yes,Fatura digital,74.15,1345.75,Satisfeito com os serviços,0.00013544895045924932,inference,0,NORMAL,"O cliente tem Fibra com satisfação geral, ofereça agradecimento pela fidelidade.",0.01,0.0%
3739-YBWAB,Male,0,Yes,No,36.0,No,No,DSl,Yes,No,Yes,No,No,No,1 ano,No,Fatura física,35.35,1317.95,Satisfeito com os serviços,0.0003098031156696379,inference,2,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
4223-WOZCM,Male,1,No,No,2.0,Yes,No,DSl,No,No,Yes,No,No,No,Mensal,No,Fatura física,49.95,107.1,Satisfeito com os serviços,0.00028388958889991045,inference,1,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
6734-GMPVK,Male,0,No,No,5.0,Yes,Yes,Fibra ótica,No,Yes,Yes,No,Yes,Yes,Mensal,No,Fatura digital,105.3,550.6,Satisfeito com os serviços,0.00011458887456683442,inference,4,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
2674-MLXMN,Female,1,No,No,71.0,Yes,Yes,Fibra ótica,No,Yes,No,No,Yes,Yes,Mensal,Yes,Cartão de crédito,99.65,6951.15,Satisfeito com os serviços,9.069508814718574e-05,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
4293-ETKAP,Female,0,Yes,Yes,65.0,Yes,Yes,DSl,No,Yes,No,Yes,Yes,Yes,2 anos,Yes,Débito automático,79.4,5071.9,Satisfeito com os serviços,0.00012163312931079417,inference,4,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
5278-PNYOX,Female,0,No,No,49.0,Yes,No,Fibra ótica,No,No,Yes,Yes,Yes,Yes,2 anos,No,Cartão de crédito,100.65,4917.75,Satisfeito com os serviços,5.800768485642038e-05,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
6681-ZSEXG,Male,0,Yes,No,56.0,Yes,Yes,DSl,No,Yes,Yes,No,No,No,2 anos,No,Cartão de crédito,59.5,3389.25,Satisfeito com os serviços,9.842051076702774e-05,inference,2,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
5899-OUVKV,Male,0,No,No,31.0,Yes,No,Fibra ótica,No,Yes,No,No,Yes,Yes,Mensal,Yes,Fatura digital,94.5,2979.2,Satisfeito com os serviços,0.00014100914995651692,inference,3,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
9770-KXGQU,Female,0,No,No,53.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,No,Yes,No,1 ano,No,Fatura física,98.6,5311.85,Satisfeito com os serviços,7.303087477339432e-05,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
5997-OPVFA,Male,0,Yes,No,72.0,Yes,Yes,DSl,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Débito automático,89.05,6254.45,Satisfeito com os serviços,9.997311281040311e-05,inference,6,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
1356-MKYSK,Male,0,No,No,6.0,Yes,No,DSl,Yes,No,Yes,Yes,Yes,Yes,Mensal,No,Cartão de crédito,78.65,483.3,Satisfeito com os serviços,0.0001691063807811588,inference,5,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
8356-WUAOJ,Female,0,Yes,No,1.0,Yes,No,DSl,No,No,No,No,No,No,Mensal,Yes,Fatura digital,45.0,45.0,Satisfeito com os serviços,0.00018164519860874861,inference,0,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
6625-UTXEW,Female,0,Yes,No,12.0,Yes,No,DSl,No,Yes,No,No,No,No,Mensal,Yes,Fatura digital,51.25,612.1,Satisfeito com os serviços,0.00015112967230379581,inference,1,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
4178-EGMON,Male,0,Yes,No,70.0,Yes,Yes,Fibra ótica,Yes,Yes,No,Yes,No,No,2 anos,Yes,Cartão de crédito,88.0,5986.45,Satisfeito com os serviços,8.413071191171184e-05,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
8434-PNQZX,Female,0,No,No,42.0,Yes,Yes,DSl,No,No,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de crédito,78.45,3373.4,Satisfeito com os serviços,7.035315502434969e-05,inference,4,NORMAL,"Cliente DSL satisfeito com contrato de dois anos, ofereça upgrade para Fibra com desconto.",0.01,0.0%
5986-WWXDV,Male,0,No,Yes,39.0,Yes,No,Sem serviço de internet,No,No,No,No,No,No,1 ano,No,Débito automático,19.35,779.2,Satisfeito com os serviços,0.000339887454174459,inference,0,NORMAL,"O cliente tem baixo risco, ofereça TechSupport grátis por 3 meses.",0.01,0.0%
8980-WQFWL,Female,0,No,No,35.0,Yes,No,DSl,No,No,Yes,No,No,Yes,Mensal,Yes,Fatura digital,62.1,2096.1,Satisfeito com os serviços,0.00017390426364727318,inference,2,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
6242-MBHPK,Female,1,Yes,No,23.0,Yes,No,Fibra ótica,Yes,No,No,No,Yes,Yes,Mensal,Yes,Fatura digital,95.1,2326.05,Satisfeito com os serviços,0.00014215872215572745,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
8350-NYMVI,Female,0,No,No,39.0,No,No,DSl,No,Yes,Yes,Yes,No,No,Mensal,No,Débito automático,41.1,1597.05,Satisfeito com os serviços,0.00027926257462240756,inference,3,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
5160-UXJED,Male,0,No,Yes,17.0,Yes,No,DSl,No,No,No,No,No,No,1 ano,No,Fatura física,44.6,681.4,Satisfeito com os serviços,0.00020501003018580377,inference,0,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
9415-TPKRV,Female,0,Yes,Yes,8.0,Yes,Yes,DSl,No,Yes,No,No,No,No,Mensal,No,Fatura digital,55.75,446.8,Satisfeito com os serviços,0.00010635318176355213,inference,1,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
3648-GZPHF,Male,0,Yes,Yes,32.0,No,No,DSl,No,No,Yes,Yes,No,No,1 ano,Yes,Fatura física,36.25,1151.05,Satisfeito com os serviços,0.00024316909548360854,inference,2,NORMAL,"Cliente DSL satisfeito, ofereça upgrade para Fibra com desconto.",0.01,0.0%
3062-ICYZQ,Female,0,Yes,Yes,51.0,Yes,Yes,Fibra ótica,Yes,Yes,No,No,No,Yes,Mensal,Yes,Fatura digital,93.8,4539.35,Satisfeito com os serviços,0.00011597539560170844,inference,3,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
7252-NTGSS,Female,0,No,No,1.0,Yes,No,DSl,No,No,No,No,No,No,Mensal,No,Fatura física,45.15,45.15,Satisfeito com os serviços,0.00026898476062342525,inference,0,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
6598-KELSS,Male,0,No,Yes,50.0,No,No,DSl,Yes,Yes,No,No,Yes,No,1 ano,Yes,Débito automático,43.05,2152.5,Satisfeito com os serviços,0.00017459476657677442,inference,3,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
7018-FPXHH,Male,0,Yes,Yes,56.0,Yes,No,DSl,Yes,Yes,Yes,No,No,No,2 anos,Yes,Débito automático,59.8,3457.45,Satisfeito com os serviços,0.00022099561465438455,inference,3,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
8690-ZVLCL,Female,0,Yes,Yes,68.0,Yes,Yes,DSl,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Cartão de crédito,88.0,6161.9,Satisfeito com os serviços,6.289154407568276e-05,inference,6,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
4922-CVPDX,Female,0,Yes,No,26.0,Yes,No,DSl,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,Cartão de crédito,73.5,1905.7,Satisfeito com os serviços,0.0001442044449504465,inference,4,NORMAL,"Cliente DSL satisfeito, ofereça upgrade para Fibra com desconto.",0.01,0.0%
7878-JGDKK,Male,0,No,No,4.0,Yes,No,DSl,No,No,No,No,No,No,Mensal,No,Fatura física,44.55,220.75,Satisfeito com os serviços,0.00013507890980690718,inference,0,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
2558-BUOZZ,Male,0,No,No,47.0,Yes,Yes,Fibra ótica,Yes,Yes,No,No,Yes,No,1 ano,No,Débito automático,94.8,4535.85,Satisfeito com os serviços,8.417139906669036e-05,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
5353-WILCI,Female,0,No,No,28.0,Yes,No,DSl,Yes,Yes,No,No,No,No,Mensal,No,Fatura digital,56.05,1522.65,Satisfeito com os serviços,0.0001872554566944018,inference,2,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
0089-IIQKO,Female,0,Yes,Yes,39.0,Yes,Yes,Fibra ótica,No,No,No,Yes,Yes,Yes,Mensal,Yes,Cartão de crédito,99.95,3767.4,Satisfeito com os serviços,6.860731809865683e-05,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
4323-OHFOW,Female,1,Yes,No,70.0,Yes,Yes,Fibra ótica,No,Yes,No,Yes,Yes,Yes,1 ano,Yes,Débito automático,105.55,7195.35,Satisfeito com os serviços,0.0001331501844106242,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
2599-CIPQE,Male,0,Yes,Yes,71.0,Yes,No,Fibra ótica,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Cartão de crédito,109.3,7782.85,Satisfeito com os serviços,5.731813871534541e-05,inference,6,NORMAL,"O cliente tem Fibra, agradeça a fidelidade.",0.01,0.0%
9298-WGMRW,Female,0,Yes,No,72.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Débito automático,115.5,8312.75,Satisfeito com os serviços,5.7487446611048654e-05,inference,6,NORMAL,"O cliente tem Fibra com satisfação geral, ofereça agradecimento pela fidelidade.",0.01,0.0%
0052-DCKON,Male,0,Yes,No,66.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,Yes,Yes,Yes,1 ano,No,Débito automático,115.8,7942.15,Satisfeito com os serviços,9.11118695512414e-05,inference,6,NORMAL,"O cliente tem Fibra com satisfação geral, ofereça agradecimento pela fidelidade.",0.01,0.0%
1608-GMEWB,Male,1,No,No,45.0,Yes,Yes,Fibra ótica,No,No,No,No,Yes,Yes,Mensal,Yes,Débito automático,93.9,4200.25,Satisfeito com os serviços,0.00011310208356007934,inference,2,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
8454-AATJP,Female,0,No,No,72.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Cartão de crédito,115.05,8405.0,Satisfeito com os serviços,7.06237115082331e-05,inference,6,NORMAL,"O cliente tem Fibra com satisfação geral, ofereça agradecimento pela fidelidade.",0.01,0.0%
2041-JIJCI,Female,0,No,No,5.0,Yes,Yes,DSl,No,Yes,No,No,No,Yes,Mensal,Yes,Fatura digital,64.0,370.25,Satisfeito com os serviços,9.000644058687612e-05,inference,2,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
8884-FEEWR,Male,0,No,No,35.0,Yes,No,Sem serviço de internet,No,No,No,No,No,No,1 ano,No,Débito automático,20.6,754.0,Satisfeito com os serviços,0.0003442624001763761,inference,0,NORMAL,"O cliente tem baixo risco, ofereça TechSupport grátis por 3 meses.",0.01,0.0%
2604-XVDAM,Female,0,No,No,12.0,Yes,No,DSl,No,No,No,No,No,No,Mensal,No,Débito automático,43.8,540.95,Satisfeito com os serviços,0.00022465380607172847,inference,0,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
3316-UWXUY,Male,0,No,No,50.0,Yes,No,Fibra ótica,Yes,Yes,No,Yes,No,Yes,Mensal,Yes,Cartão de crédito,93.5,4747.5,Satisfeito com os serviços,9.52069676714018e-05,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
5327-CNLUQ,Male,0,Yes,No,48.0,Yes,Yes,Fibra ótica,Yes,Yes,Yes,No,Yes,No,2 anos,Yes,Débito automático,96.9,4473.45,Satisfeito com os serviços,9.636936738388613e-05,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
0181-RITDD,Male,0,Yes,Yes,62.0,Yes,No,Fibra ótica,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Fatura física,108.15,6825.65,Satisfeito com os serviços,6.288865552050993e-05,inference,6,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
1053-MXTTK,Female,0,Yes,Yes,72.0,Yes,No,Fibra ótica,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Débito automático,108.65,7726.35,Satisfeito com os serviços,6.145302904769778e-05,inference,6,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
4644-PIZRT,Male,0,Yes,Yes,17.0,Yes,Yes,DSl,Yes,No,Yes,No,Yes,No,1 ano,Yes,Débito automático,70.35,1201.65,Satisfeito com os serviços,0.00016830976528581232,inference,3,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
5440-VHLUL,Male,0,No,No,69.0,Yes,Yes,Fibra ótica,No,Yes,No,Yes,Yes,Yes,1 ano,Yes,Débito automático,105.2,7386.05,Satisfeito com os serviços,0.00011720253678504378,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
6402-SSEJG,Female,0,No,No,25.0,No,No,DSl,Yes,Yes,Yes,No,Yes,Yes,1 ano,No,Fatura digital,61.05,1540.2,Satisfeito com os serviços,0.00014178562560118735,inference,5,NORMAL,"O cliente tem DSL e está satisfeito, ofereça upgrade para Fibra com desconto.",0.01,0.0%
9094-AZPHK,Female,0,No,No,15.0,Yes,Yes,Fibra ótica,No,Yes,No,No,Yes,Yes,Mensal,Yes,Fatura digital,100.15,1415.0,Satisfeito com os serviços,4.9962200137088075e-05,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
8065-QBYTO,Female,1,No,No,71.0,Yes,Yes,Fibra ótica,Yes,Yes,No,Yes,Yes,No,1 ano,Yes,Cartão de crédito,99.65,7181.25,Satisfeito com os serviços,7.359099254244938e-05,inference,4,NORMAL,"O cliente tem Fibra com satisfação geral, ofereça agradecimento pela fidelidade.",0.01,0.0%
2770-NSVDG,Male,0,Yes,No,24.0,No,No,DSl,No,No,Yes,No,No,No,Mensal,No,Fatura digital,29.1,688.0,Satisfeito com os serviços,0.00022594266920350492,inference,1,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
2074-GUHPQ,Female,0,No,Yes,17.0,Yes,Yes,Fibra ótica,No,Yes,Yes,Yes,No,No,Mensal,Yes,Cartão de crédito,92.7,1556.85,Satisfeito com os serviços,8.012619946384802e-05,inference,3,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
9314-IJWSQ,Female,0,Yes,Yes,14.0,Yes,Yes,Fibra ótica,No,No,No,No,Yes,No,Mensal,Yes,Fatura digital,84.8,1203.9,Satisfeito com os serviços,0.00011564597662072629,inference,1,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
6988-CJEYV,Male,0,No,No,49.0,Yes,Yes,Fibra ótica,No,Yes,No,No,Yes,Yes,Mensal,No,Fatura digital,98.7,4920.55,Satisfeito com os serviços,0.0001280411524930969,inference,3,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
3902-MIVLE,Male,0,Yes,Yes,63.0,Yes,Yes,DSl,Yes,No,Yes,Yes,No,Yes,2 anos,No,Fatura física,75.7,4676.7,Satisfeito com os serviços,0.000104543287307024,inference,4,NORMAL,"Cliente DSL satisfeito, ofereça upgrade para Fibra com desconto.",0.01,0.0%
5760-IFJOZ,Male,0,No,No,3.0,Yes,Yes,Fibra ótica,No,Yes,Yes,No,Yes,Yes,Mensal,No,Fatura física,107.95,313.6,Satisfeito com os serviços,0.00013566184497904032,inference,4,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
2858-EIMXH,Female,1,Yes,No,53.0,Yes,Yes,Fibra ótica,No,No,No,No,Yes,Yes,1 ano,Yes,Cartão de crédito,95.85,5016.25,Satisfeito com os serviços,0.00011631285451585427,inference,2,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
0744-GKNGE,Female,0,Yes,Yes,64.0,Yes,Yes,Fibra ótica,Yes,No,No,Yes,No,No,Mensal,Yes,Débito automático,86.8,5327.25,Satisfeito com os serviços,0.00011876576900249347,inference,2,NORMAL,"O cliente tem Fibra com baixo risco, ofereça agradecimento pela fidelidade.",0.01,0.0%
2234-EOFPT,Male,0,Yes,No,72.0,Yes,No,DSl,Yes,Yes,No,Yes,Yes,Yes,2 anos,Yes,Débito automático,79.35,5753.25,Satisfeito com os serviços,0.00011040926619898528,inference,5,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
7306-YDSOI,Male,0,Yes,Yes,69.0,Yes,No,DSl,Yes,Yes,Yes,No,No,No,2 anos,Yes,Débito automático,59.75,4069.9,Satisfeito com os serviços,0.00020774062431883067,inference,3,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
9803-FTJCG,Male,0,Yes,Yes,71.0,Yes,Yes,DSl,Yes,Yes,No,Yes,No,No,1 ano,Yes,Cartão de crédito,66.85,4748.7,Satisfeito com os serviços,7.651354098925367e-05,inference,3,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
2586-CWXVV,Male,0,Yes,No,54.0,No,No,DSl,No,Yes,No,No,No,No,Mensal,No,Fatura digital,30.4,1621.35,Satisfeito com os serviços,0.00023724294442217797,inference,1,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
6064-ZATLR,Female,0,No,No,27.0,Yes,No,DSl,Yes,Yes,No,No,No,No,2 anos,No,Débito automático,52.85,1498.65,Satisfeito com os serviços,0.0002112616057274863,inference,2,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
4778-IZARL,Male,0,Yes,No,63.0,Yes,No,Fibra ótica,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de crédito,110.1,6705.7,Satisfeito com os serviços,5.731813871534541e-05,inference,6,NORMAL,"O cliente tem Fibra com 6 add-ons, agradeça a fidelidade.",0.01,0.0%
5122-CYFXA,Female,0,No,No,3.0,Yes,No,DSl,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,Fatura digital,75.3,244.1,Satisfeito com os serviços,0.00010445668885949999,inference,4,NORMAL,"""O cliente tem DSL, ofereça upgrade para Fibra com desconto.""",0.01,0.0%
3511-APPBJ,Male,0,No,No,23.0,Yes,No,Fibra ótica,Yes,No,Yes,No,Yes,Yes,1 ano,Yes,Cartão de crédito,99.95,2292.75,Satisfeito com os serviços,0.00013583853433374316,inference,4,NORMAL,"O cliente tem Fibra com satisfação geral, ofereça agradecimento pela fidelidade.",0.01,0.0%
9360-OMDZZ,Male,0,No,No,24.0,Yes,Yes,Fibra ótica,No,No,No,No,Yes,Yes,Mensal,Yes,Fatura digital,94.1,2322.85,Satisfeito com os serviços,8.156621333910152e-05,inference,2,NORMAL,"O cliente tem Fibra, ofereça agradecimento pela fidelidade.",0.01,0.0%
3794-NFNCH,Male,0,Yes,No,30.0,Yes,No,DSl,No,No,Yes,No,No,No,Mensal,Yes,Fatura física,50.0,1474.9,Satisfeito com os serviços,0.00026072305627167225,inference,1,NORMAL,"O cliente tem DSL, ofereça upgrade para Fibra com desconto.",0.01,0.0%
